State,BudgetDetail,value,Year
Wyoming,Percent from Federal Government,27,2011
Wyoming,Percent from Federal Government,27.00,2011_old
Wyoming,Percent from Federal Government,26.00,2013
Wyoming,Percent from Federal Government,,2013_old
Wyoming,Percent from Fees / Other,24,2009
Wyoming,Percent from Fees / Other,26,2010
Wyoming,Percent from Fees / Other,26.00,2012
Wyoming,Percent from Fees / Other,,2014
Wyoming,Percent from Fees / Other,,2015
Wyoming,Percent from Fees / Other,26,2011
Wyoming,Percent from Fees / Other,26.00,2011_old
Wyoming,Percent from Fees / Other,23.00,2013
Wyoming,Percent from Fees / Other,,2013_old
Wyoming,Percent from General Fund,48,2009
Wyoming,Percent from General Fund,47,2010
Wyoming,Percent from General Fund,47.00,2012
Wyoming,Percent from General Fund,,2014
Wyoming,Percent from General Fund,,2015
Wyoming,Percent from General Fund,47,2011
Wyoming,Percent from General Fund,47.00,2011_old
Wyoming,Percent from General Fund,51.00,2013
Wyoming,Percent from General Fund,,2013_old
Wyoming,Status of Budget,Appropriated,2009
Wyoming,Status of Budget,Appropriated,2010
Wyoming,Status of Budget,Actual,2012
Wyoming,Status of Budget,Actual,2014
Wyoming,Status of Budget,Actual,2015
Wyoming,Status of Budget,Appropriated,2011
Wyoming,Status of Budget,Actual,2011_old
Wyoming,Status of Budget,Current,2013
Wyoming,Status of Budget,Actual,2013_old
