City_/_Town_(Receiving_Water),Applicant_/_Facility_Name,Permit_Number,Date_of_Issuance,City/Town,Facility_Name,Facility_name_clean,Permit_URL,Stage,State,Watershed,City_/_Town,Comment_Period_Dates
,"<a href='https://www.epa.gov/system/files/documents/2024-03/ui0000514-pn-of-denial-john-f-carr-jr.pdf'>John F. Carr, Jr. (Denial of Permit) (pdf)</a> <span class='document__meta'>(266 KB)</span>",UI0000514,,Bridgewater,"<a href='https://www.epa.gov/system/files/documents/2024-03/ui0000514-pn-of-denial-john-f-carr-jr.pdf'>John F. Carr, Jr. (Denial of Permit) (pdf)</a> <span class='document__meta'>(266 KB)</span>","John F. Carr, Jr. (Denial of Permit) (pdf) (266 KB)",['https://www.epa.gov/system/files/documents/2024-03/ui0000514-pn-of-denial-john-f-carr-jr.pdf'],draft,ct,,Bridgewater,03/25/2024 - 04/25/2024
,<a href='https://www.epa.gov/system/files/documents/2024-01/draftct0030809permit2024.pdf'>FirstLight Housatonic CT LLC - Falls Village Station (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,CT0030809,,Falls Village,<a href='https://www.epa.gov/system/files/documents/2024-01/draftct0030809permit2024.pdf'>FirstLight Housatonic CT LLC - Falls Village Station (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,FirstLight Housatonic CT LLC - Falls Village Station (pdf) (1.6 MB),['https://www.epa.gov/system/files/documents/2024-01/draftct0030809permit2024.pdf'],draft,ct,,Falls Village,01/11/2024 - 02/11/2024
,"<a href='https://www.epa.gov/system/files/documents/2024-01/ui0000450-public-notice-allison-pastorfield-associates-inc.pdf'>Alison Pastorfield Associates, Inc. (Denial of Permit) (pdf)</a> <span class='document__meta'>(722 KB)</span>",UI0000450,,Guilford,"<a href='https://www.epa.gov/system/files/documents/2024-01/ui0000450-public-notice-allison-pastorfield-associates-inc.pdf'>Alison Pastorfield Associates, Inc. (Denial of Permit) (pdf)</a> <span class='document__meta'>(722 KB)</span>","Alison Pastorfield Associates, Inc. (Denial of Permit) (pdf) (722 KB)",['https://www.epa.gov/system/files/documents/2024-01/ui0000450-public-notice-allison-pastorfield-associates-inc.pdf'],draft,ct,,Guilford,12/20/2023 - 01/20/2024
,"<a href='https://www.epa.gov/system/files/documents/2023-12/ui0000510-public-notice-denial-of-permit-bridgewater-associates-lp.pdf'>Bridgewater Associates, LP (Denial of Permit) (pdf)</a> <span class='document__meta'>(300 KB)</span>",UI0000510,,Westport,"<a href='https://www.epa.gov/system/files/documents/2023-12/ui0000510-public-notice-denial-of-permit-bridgewater-associates-lp.pdf'>Bridgewater Associates, LP (Denial of Permit) (pdf)</a> <span class='document__meta'>(300 KB)</span>","Bridgewater Associates, LP (Denial of Permit) (pdf) (300 KB)",['https://www.epa.gov/system/files/documents/2023-12/ui0000510-public-notice-denial-of-permit-bridgewater-associates-lp.pdf'],draft,ct,,Westport,12/07/2023 - 01/01/2024
,<a href='https://www.epa.gov/system/files/documents/2023-11/draftui0000446permit.pdf'>Quarry Ridge Associates (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,UI0000446,,Monroe,<a href='https://www.epa.gov/system/files/documents/2023-11/draftui0000446permit.pdf'>Quarry Ridge Associates (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,Quarry Ridge Associates (pdf) (1.6 MB),['https://www.epa.gov/system/files/documents/2023-11/draftui0000446permit.pdf'],draft,ct,,Monroe,11/22/2023 - 12/22/2023
,<a href='https://www.epa.gov/system/files/documents/2023-11/draftct0000434permit.pdf'>Ahlstrom Nonwovens LLC (pdf)</a> <span class='document__meta'>(2.9 MB)</span>,CT0000434,,Windsor Locks,<a href='https://www.epa.gov/system/files/documents/2023-11/draftct0000434permit.pdf'>Ahlstrom Nonwovens LLC (pdf)</a> <span class='document__meta'>(2.9 MB)</span>,Ahlstrom Nonwovens LLC (pdf) (2.9 MB),['https://www.epa.gov/system/files/documents/2023-11/draftct0000434permit.pdf'],draft,ct,,Windsor Locks,11/21/2023 - 12/21/2023
,"<a href='https://www.epa.gov/system/files/documents/2023-10/draftct0001406permit.pdf'>RTX Corporation, Pratt &amp; Whitney Division (pdf)</a> <span class='document__meta'>(2.3 MB)</span>",CT0001406,,Middletown,"<a href='https://www.epa.gov/system/files/documents/2023-10/draftct0001406permit.pdf'>RTX Corporation, Pratt &amp; Whitney Division (pdf)</a> <span class='document__meta'>(2.3 MB)</span>","RTX Corporation, Pratt & Whitney Division (pdf) (2.3 MB)",['https://www.epa.gov/system/files/documents/2023-10/draftct0001406permit.pdf'],draft,ct,,Middletown,10/27/2023 - 11/27/2023
,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0030806permit.pdf'>Firstlight CT Hydro LLC - Bantam Station (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,CT0030806,,Litchfield,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0030806permit.pdf'>Firstlight CT Hydro LLC - Bantam Station (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,Firstlight CT Hydro LLC - Bantam Station (pdf) (1.6 MB),['https://www.epa.gov/system/files/documents/2023-08/draftct0030806permit.pdf'],draft,ct,,Litchfield,08/25/2023 - 09/25/2023
,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0101150permit.pdf'>Portland WPCF (pdf)</a> <span class='document__meta'>(1.8 MB)</span>,CT0101150,,Portland,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0101150permit.pdf'>Portland WPCF (pdf)</a> <span class='document__meta'>(1.8 MB)</span>,Portland WPCF (pdf) (1.8 MB),['https://www.epa.gov/system/files/documents/2023-08/draftct0101150permit.pdf'],draft,ct,,Portland,08/09/2023 - 09/09/2023
,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0030562permit.pdf'>Project Oceanology (pdf)</a> <span class='document__meta'>(1.5 MB)</span>,CT0030562,,Groton,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0030562permit.pdf'>Project Oceanology (pdf)</a> <span class='document__meta'>(1.5 MB)</span>,Project Oceanology (pdf) (1.5 MB),['https://www.epa.gov/system/files/documents/2023-08/draftct0030562permit.pdf'],draft,ct,,Groton,08/03/2023 - 09/03/2023
,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0030803permit.pdf'>Firstlight CT Housatonic LLC (pdf)</a> <span class='document__meta'>(1.5 MB)</span>,CT0030803,,New Milford,<a href='https://www.epa.gov/system/files/documents/2023-08/draftct0030803permit.pdf'>Firstlight CT Housatonic LLC (pdf)</a> <span class='document__meta'>(1.5 MB)</span>,Firstlight CT Housatonic LLC (pdf) (1.5 MB),['https://www.epa.gov/system/files/documents/2023-08/draftct0030803permit.pdf'],draft,ct,,New Milford,08/02/2023 - 09/02/2023
,"<a href='https://www.epa.gov/system/files/documents/2023-07/draftct0101745permit.pdf'>Deep River WPCF, Town of (pdf)</a> <span class='document__meta'>(1.9 MB)</span>",CT0101745,,Deep River,"<a href='https://www.epa.gov/system/files/documents/2023-07/draftct0101745permit.pdf'>Deep River WPCF, Town of (pdf)</a> <span class='document__meta'>(1.9 MB)</span>","Deep River WPCF, Town of (pdf) (1.9 MB)",['https://www.epa.gov/system/files/documents/2023-07/draftct0101745permit.pdf'],draft,ct,,Deep River,07/26/2023 - 08/26/2023
,<a href='https://www.epa.gov/system/files/documents/2023-06/draftct0090182permit.pdf'>National Oceanic and Atmospheric Administration (NOAA) (pdf)</a> <span class='document__meta'>(3.1 MB)</span>,CT0090182,,Milford,<a href='https://www.epa.gov/system/files/documents/2023-06/draftct0090182permit.pdf'>National Oceanic and Atmospheric Administration (NOAA) (pdf)</a> <span class='document__meta'>(3.1 MB)</span>,National Oceanic and Atmospheric Administration (NOAA) (pdf) (3.1 MB),['https://www.epa.gov/system/files/documents/2023-06/draftct0090182permit.pdf'],draft,ct,,Milford,06/05/2023 - 07/05/2023
,"<a href='https://www.epa.gov/system/files/documents/2023-02/ct0003751-public-notice-denial-of-permit.pdf'>Fusion Paperboard, LLC (Notice of Tentative Decision Intent to Deny Permit) (pdf)</a> <span class='document__meta'>(689 KB)</span>",CT0003751,,Sprague,"<a href='https://www.epa.gov/system/files/documents/2023-02/ct0003751-public-notice-denial-of-permit.pdf'>Fusion Paperboard, LLC (Notice of Tentative Decision Intent to Deny Permit) (pdf)</a> <span class='document__meta'>(689 KB)</span>","Fusion Paperboard, LLC (Notice of Tentative Decision Intent to Deny Permit) (pdf) (689 KB)",['https://www.epa.gov/system/files/documents/2023-02/ct0003751-public-notice-denial-of-permit.pdf'],draft,ct,,Sprague,02/02/2023 - 03/02/2023
,<a href='https://www.epa.gov/system/files/documents/2022-07/draftct0030802permit.pdf'>Connecticut Department of Transportation - East Lyme (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,CT0030802,,East Lyme,<a href='https://www.epa.gov/system/files/documents/2022-07/draftct0030802permit.pdf'>Connecticut Department of Transportation - East Lyme (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,Connecticut Department of Transportation - East Lyme (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2022-07/draftct0030802permit.pdf'],draft,ct,,East Lyme,07/14/2022 - 08/14/2022
,<a href='https://www.epa.gov/system/files/documents/2022-07/draftct0030538permit.pdf'>Bradley International Airport (pdf)</a> <span class='document__meta'>(1.4 MB)</span>,CT0030538,,Windsor Locks,<a href='https://www.epa.gov/system/files/documents/2022-07/draftct0030538permit.pdf'>Bradley International Airport (pdf)</a> <span class='document__meta'>(1.4 MB)</span>,Bradley International Airport (pdf) (1.4 MB),['https://www.epa.gov/system/files/documents/2022-07/draftct0030538permit.pdf'],draft,ct,,Windsor Locks,07/14/2022 - 08/14/2022
,<a href='https://www.epa.gov/system/files/documents/2022-04/draftui0000523permit.pdf'>Wal-Mart Stores East Limited Partnership and Shoreline Plaza LLC (pdf)</a> <span class='document__meta'>(897 KB)</span>,UI0000523,,Guilford,<a href='https://www.epa.gov/system/files/documents/2022-04/draftui0000523permit.pdf'>Wal-Mart Stores East Limited Partnership and Shoreline Plaza LLC (pdf)</a> <span class='document__meta'>(897 KB)</span>,Wal-Mart Stores East Limited Partnership and Shoreline Plaza LLC (pdf) (897 KB),['https://www.epa.gov/system/files/documents/2022-04/draftui0000523permit.pdf'],draft,ct,,Guilford,03/28/2022 - 04/28/2022
,<a href='https://www.epa.gov/system/files/documents/2022-03/draftct0100072permit.pdf'>Canton Water Pollution Control Facility (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,CT0100072,,Collinsville,<a href='https://www.epa.gov/system/files/documents/2022-03/draftct0100072permit.pdf'>Canton Water Pollution Control Facility (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,Canton Water Pollution Control Facility (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2022-03/draftct0100072permit.pdf'],draft,ct,,Collinsville,03/18/2022 - 04/18/2022
,<a href='https://www.epa.gov/system/files/documents/2022-03/draftct0100382permit.pdf'>City of New London - Thomas Piacenti Regional WPCF (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,CT0100382,,New London,<a href='https://www.epa.gov/system/files/documents/2022-03/draftct0100382permit.pdf'>City of New London - Thomas Piacenti Regional WPCF (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,City of New London - Thomas Piacenti Regional WPCF (pdf) (1.6 MB),['https://www.epa.gov/system/files/documents/2022-03/draftct0100382permit.pdf'],draft,ct,,New London,02/28/2022 - 03/28/2022
,<a href='https://www.epa.gov/system/files/documents/2022-01/draftct0100307permit.pdf'>The Mattabassett District (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,CT0100307,,Cromwell,<a href='https://www.epa.gov/system/files/documents/2022-01/draftct0100307permit.pdf'>The Mattabassett District (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,The Mattabassett District (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2022-01/draftct0100307permit.pdf'],draft,ct,,Cromwell,01/21/2022 - 02/21/2022
,<a href='https://www.epa.gov/system/files/documents/2022-01/draftct0024759permit.pdf'>PL 612 Wheelers Farm Limited Partnership - Merritt Corporate Woods (pdf)</a> <span class='document__meta'>(972 KB)</span>,CT0024759,,Milford,<a href='https://www.epa.gov/system/files/documents/2022-01/draftct0024759permit.pdf'>PL 612 Wheelers Farm Limited Partnership - Merritt Corporate Woods (pdf)</a> <span class='document__meta'>(972 KB)</span>,PL 612 Wheelers Farm Limited Partnership - Merritt Corporate Woods (pdf) (972 KB),['https://www.epa.gov/system/files/documents/2022-01/draftct0024759permit.pdf'],draft,ct,,Milford,01/10/2022 - 02/10/2022
,<a href='https://www.epa.gov/system/files/documents/2022-01/draftct0100994permit.pdf'>MDC Windsor Poquonock WPCF (pdf)</a> <span class='document__meta'>(992 KB)</span>,CT0100994,,Windsor,<a href='https://www.epa.gov/system/files/documents/2022-01/draftct0100994permit.pdf'>MDC Windsor Poquonock WPCF (pdf)</a> <span class='document__meta'>(992 KB)</span>,MDC Windsor Poquonock WPCF (pdf) (992 KB),['https://www.epa.gov/system/files/documents/2022-01/draftct0100994permit.pdf'],draft,ct,,Windsor,01/06/2022 - 02/06/2022
,"<a href='https://www.epa.gov/system/files/documents/2021-12/draftct0030801permit.pdf'>Oakridge Dairy, LLC (pdf)</a> <span class='document__meta'>(473 KB)</span>",CT0030801,,Ellington,"<a href='https://www.epa.gov/system/files/documents/2021-12/draftct0030801permit.pdf'>Oakridge Dairy, LLC (pdf)</a> <span class='document__meta'>(473 KB)</span>","Oakridge Dairy, LLC (pdf) (473 KB)",['https://www.epa.gov/system/files/documents/2021-12/draftct0030801permit.pdf'],draft,ct,,Ellington,12/06/2021 - 01/26/2022
,"<a href='https://www.epa.gov/system/files/documents/2021-11/draftct0100609permit.pdf'>Vernon WPCF, Town of (pdf)</a> <span class='document__meta'>(705 KB)</span>",CT0100609,,Vernon,"<a href='https://www.epa.gov/system/files/documents/2021-11/draftct0100609permit.pdf'>Vernon WPCF, Town of (pdf)</a> <span class='document__meta'>(705 KB)</span>","Vernon WPCF, Town of (pdf) (705 KB)",['https://www.epa.gov/system/files/documents/2021-11/draftct0100609permit.pdf'],draft,ct,,Vernon,11/11/2021 - 12/11/2021
,"<a href='https://www.epa.gov/system/files/documents/2021-10/draftct0100854permit.pdf'>Ridgefield - Ridgefield South Street WPCF, Town of (Modification) (pdf)</a> <span class='document__meta'>(655 KB)</span>",CT0100854,,Ridgefield,"<a href='https://www.epa.gov/system/files/documents/2021-10/draftct0100854permit.pdf'>Ridgefield - Ridgefield South Street WPCF, Town of (Modification) (pdf)</a> <span class='document__meta'>(655 KB)</span>","Ridgefield - Ridgefield South Street WPCF, Town of (Modification) (pdf) (655 KB)",['https://www.epa.gov/system/files/documents/2021-10/draftct0100854permit.pdf'],draft,ct,,Ridgefield,10/08/2021 - 11/08/2021
,"<a href='https://www.epa.gov/system/files/documents/2021-10/draftui0000292permit.pdf'>R.J. Properties, LLC (pdf)</a> <span class='document__meta'>(431 KB)</span>",UI0000292,,North Stonington,"<a href='https://www.epa.gov/system/files/documents/2021-10/draftui0000292permit.pdf'>R.J. Properties, LLC (pdf)</a> <span class='document__meta'>(431 KB)</span>","R.J. Properties, LLC (pdf) (431 KB)",['https://www.epa.gov/system/files/documents/2021-10/draftui0000292permit.pdf'],draft,ct,,North Stonington,10/06/2021 - 11/06/2021
,"<a href='https://www.epa.gov/system/files/documents/2021-08/draftct0101044permit.pdf'>Fairfield WPCF, Town of (pdf)</a> <span class='document__meta'>(719 KB)</span>",CT0101044,,Fairfield,"<a href='https://www.epa.gov/system/files/documents/2021-08/draftct0101044permit.pdf'>Fairfield WPCF, Town of (pdf)</a> <span class='document__meta'>(719 KB)</span>","Fairfield WPCF, Town of (pdf) (719 KB)",['https://www.epa.gov/system/files/documents/2021-08/draftct0101044permit.pdf'],draft,ct,,Fairfield,08/11/2021 - 09/11/2021
,"<a href='https://www.epa.gov/system/files/documents/2021-07/draftui0000522permit.pdf'>Premium Outlet Partners, L.P. (pdf)</a> <span class='document__meta'>(617 KB)</span>",UI0000522,,Clinton,"<a href='https://www.epa.gov/system/files/documents/2021-07/draftui0000522permit.pdf'>Premium Outlet Partners, L.P. (pdf)</a> <span class='document__meta'>(617 KB)</span>","Premium Outlet Partners, L.P. (pdf) (617 KB)",['https://www.epa.gov/system/files/documents/2021-07/draftui0000522permit.pdf'],draft,ct,,Clinton,06/25/2021 - 07/25/2021
,"<a href='https://www.epa.gov/sites/default/files/2021-05/documents/draftct0101451permit.pdf'>Ridgefield WPCF, Town of (pdf)</a> <span class='document__meta'>(585 KB)</span>",CT0101451,,Ridgefield,"<a href='https://www.epa.gov/sites/default/files/2021-05/documents/draftct0101451permit.pdf'>Ridgefield WPCF, Town of (pdf)</a> <span class='document__meta'>(585 KB)</span>","Ridgefield WPCF, Town of (pdf) (585 KB)",['https://www.epa.gov/sites/default/files/2021-05/documents/draftct0101451permit.pdf'],draft,ct,,Ridgefield,05/13/2021 - 06/13/2021
,"<a href='https://www.epa.gov/sites/default/files/2021-05/documents/draftct0100145permit.pdf'>Danbury WPCF, City of  (pdf)</a> <span class='document__meta'>(759 KB)</span>",CT0100145,,Danbury,"<a href='https://www.epa.gov/sites/default/files/2021-05/documents/draftct0100145permit.pdf'>Danbury WPCF, City of  (pdf)</a> <span class='document__meta'>(759 KB)</span>","Danbury WPCF, City of  (pdf) (759 KB)",['https://www.epa.gov/sites/default/files/2021-05/documents/draftct0100145permit.pdf'],draft,ct,,Danbury,05/06/2021 - 06/06/2021
,"<a href='https://www.epa.gov/sites/default/files/2021-05/documents/draftui0000346permit.pdf'>Hilltop Inn Suites, LLC (pdf)</a> <span class='document__meta'>(1 MB)</span>",UI0000346,,North Stonington,"<a href='https://www.epa.gov/sites/default/files/2021-05/documents/draftui0000346permit.pdf'>Hilltop Inn Suites, LLC (pdf)</a> <span class='document__meta'>(1 MB)</span>","Hilltop Inn Suites, LLC (pdf) (1 MB)",['https://www.epa.gov/sites/default/files/2021-05/documents/draftui0000346permit.pdf'],draft,ct,,North Stonington,05/03/2021 - 06/03/2021
,"<a href='https://www.epa.gov/sites/default/files/2021-04/documents/draftct0100293permit.pdf'>Manchester WPCF, Town of (pdf)</a> <span class='document__meta'>(1 MB)</span>",CT0100293,,Manchester,"<a href='https://www.epa.gov/sites/default/files/2021-04/documents/draftct0100293permit.pdf'>Manchester WPCF, Town of (pdf)</a> <span class='document__meta'>(1 MB)</span>","Manchester WPCF, Town of (pdf) (1 MB)",['https://www.epa.gov/sites/default/files/2021-04/documents/draftct0100293permit.pdf'],draft,ct,,Manchester,04/14/2021 - 05/14/2021
,"<a href='https://www.epa.gov/sites/default/files/2021-03/documents/draftct0026794permit.pdf'>Nucor Steel Connecticut, Inc. (pdf)</a> <span class='document__meta'>(2.4 MB)</span>",CT0026794,,Wallingford,"<a href='https://www.epa.gov/sites/default/files/2021-03/documents/draftct0026794permit.pdf'>Nucor Steel Connecticut, Inc. (pdf)</a> <span class='document__meta'>(2.4 MB)</span>","Nucor Steel Connecticut, Inc. (pdf) (2.4 MB)",['https://www.epa.gov/sites/default/files/2021-03/documents/draftct0026794permit.pdf'],draft,ct,,Wallingford,03/22/2021 - 04/22/2021
